1703,B,1086
1086,C,409
409,D,6185
6185,B,4756
4756,C,7265
7265,B,1162
1162,C,4646
4646,D,9464
9464,D,8369
8369,D,2911
2911,B,3324
3324,C,3878
3878,B,821
821,C,3164
3164,B,950
950,C,7379
7379,D,3045
3045,D,8177
8177,D,6567
6567,D,877
877,D,6399
6399,D,3784
3784,D,3096
3096,D,4335
4335,D,1955
1955,D,8420
8420,D,5360
5360,D,1148
1148,D,2627
2627,D,3818
3818,B,5178
5178,C,4426
4426,D,5879
5879,D,2510
2510,B,2033
2033,C,985
985,D,2682
2682,B,4366
4366,C,4465
4465,D,3214
3214,B,4821
4821,C,3372
3372,B,3278
3278,C,5525
5525,B,1387
1387,C,706
706,B,6691
6691,C,6630
6630,B,3271
3271,C,1610
1610,D,1040
1040,B,2647
2647,C,6268
6268,B,2088
2088,C,7748
7748,D,2130
2130,B,4067
4067,C,100
100,D,3054
3054,D,568
568,D,1660
1660,D,4492
4492,D,7245
7245,D,7072
7072,D,2322
2322,D,4292
4292,D,9879
9879,D,5394
5394,D,1618
1618,D,10377
10377,D,4611
4611,D,2621
2621,D,1325
1325,B,8510
8510,C,9944
9944,B,10076
10076,C,67
67,B,3481
3481,C,7763
7763,B,1927
1927,C,1976
1976,D,236
236,D,7503
7503,B,11739
11739,C,816
816,D,2719
2719,B,5698
5698,C,1186
1186,D,9574
9574,B,5343
5343,C,2263
2263,D,7441
7441,B,5617
5617,C,572
572,B,11190
11190,C,297
297,D,10082
10082,B,3825
3825,C,4698
4698,D,507
507,D,4197
4197,D,3449
3449,D,8781
8781,B,10088
10088,C,8931
8931,B,9243
9243,C,3923
3923,D,7999
7999,B,9482
9482,C,4567
4567,D,1938
1938,D,2103
2103,D,1242
1242,D,357
357,D,10232
10232,D,5678
5678,D,16187
16187,D,10734
10734,D,14547
14547,D,3608
3608,D,5578
5578,D,8315
8315,D,4525
4525,D,8880
8880,D,5014
5014,D,7785
7785,D,2722
2722,D,12343
12343,D,14614
14614,D,13011
13011,B,910
910,C,12115
12115,D,11834
11834,D,1428
1428,D,3858
3858,B,191
191,C,10974
10974,D,2339
2339,D,3484
3484,B,3328
3328,C,9576
9576,D,11192
11192,D,6896
6896,B,2837
2837,C,4011
4011,B,6526
6526,C,1056
1056,D,4270
4270,B,9040
9040,C,4824
4824,D,10499
10499,D,3020
3020,D,908
908,D,6559
6559,D,2199
2199,D,6266
6266,B,6477
6477,C,1266
1266,D,2364
2364,D,7145
7145,D,10839
10839,D,5418
5418,D,117
117,B,1729
1729,C,4297
4297,D,924
924,D,433
433,D,2189
2189,D,10138
10138,B,2365
2365,C,10466
10466,B,6494
6494,C,4387
4387,D,4926
4926,B,1123
1123,C,8529
8529,B,5288
5288,C,530
530,D,5191
5191,B,1970
1970,C,5986
5986,D,7106
7106,B,5632
5632,C,1440
1440,B,172
172,C,7127
7127,D,5701
5701,B,356
356,C,2301
2301,D,1546
1546,D,8585
8585,D,6045
6045,D,59
59,B,2352
2352,C,12828
12828,D,2109
2109,B,1499
1499,C,5033
5033,D,7645
7645,D,563
563,D,2996
2996,B,6159
6159,C,5837
5837,B,6267
6267,C,2962
2962,D,8054
8054,B,4278
4278,C,10237
10237,B,2814
2814,C,535
535,D,6963
6963,D,226
226,B,496
496,C,2926
2926,B,5995
5995,C,9462
9462,D,2252
2252,B,1281
1281,C,5427
5427,D,2478
2478,D,5230
5230,D,38
38,D,6095
6095,B,2067
2067,C,5337
5337,D,2850
2850,D,3692
3692,B,536
536,C,7881
7881,B,1947
1947,C,4330
4330,B,3487
3487,C,2650
2650,D,3833
3833,D,642
642,D,3467
3467,B,5056
5056,C,2206
2206,B,3778
3778,C,2205
2205,D,1226
1226,D,2168
2168,B,3355
3355,C,362
362,D,4175
4175,D,4333
4333,B,545
545,C,1683
1683,D,2104
2104,B,4983
4983,C,1244
1244,B,4156
4156,C,3555
3555,D,1016
1016,B,5694
5694,C,4122
4122,B,3436
3436,C,474
474,B,4986
4986,C,4938
4938,D,156
156,D,2222
2222,D,648
648,D,5417
5417,D,5641
5641,D,6554
6554,B,5811
5811,C,499
499,D,7207
7207,D,4917
4917,B,1920
1920,C,7601
7601,B,6983
6983,C,3925
3925,D,8528
8528,D,7525
7525,B,3591
3591,C,5011
5011,D,5506
5506,B,4812
4812,C,707
707,D,5973
5973,B,197
197,C,4110
4110,D,987
987,D,4255
4255,D,6497
6497,D,5962
5962,D,731
731,D,2321
2321,B,1091
1091,C,5858
5858,B,6219
6219,C,2714
2714,D,1893
1893,D,6409
6409,B,5846
5846,C,2548
2548,D,1335
1335,D,466
466,D,1236
1236,D,2511
2511,B,7228
7228,C,4320
4320,D,4182
4182,D,171
171,B,790
790,C,4082
4082,B,974
974,C,463
463,B,5834
5834,C,6580
6580,B,243
243,C,3977
3977,B,9699
9699,C,7502
7502,B,705
705,C,6922
6922,B,8856
8856,C,6720
6720,D,10303
10303,D,822
822,B,5255
5255,C,8766
8766,D,7042
7042,B,7461
7461,C,5699
5699,D,8198
8198,B,5646
5646,C,3113
3113,D,11265
11265,B,2984
2984,C,320
320,B,8478
8478,C,12418
12418,B,400
400,C,14213
14213,D,11970
11970,B,7684
7684,C,11614
11614,B,1075
1075,C,4451
4451,D,6979
6979,D,9787
9787,D,8230
8230,B,11138
11138,C,15319
15319,B,262
262,C,2955
2955,B,15897
15897,C,5168
5168,D,6868
6868,B,11474
11474,C,8648
8648,D,7178
7178,D,611
611,D,2406
2406,D,3379
3379,B,4410
4410,C,6767
6767,D,3492
3492,D,3688
3688,D,13660
13660,B,6746
6746,C,4265
4265,B,1790
1790,C,19867
19867,B,7121
7121,C,2780
2780,B,11338
11338,C,1995
1995,D,21670
21670,D,16498
16498,B,6094
6094,C,4990
4990,B,21005
21005,C,9459
9459,B,4882
4882,C,16738
16738,B,6953
6953,C,18047
18047,B,2935
2935,C,3882
3882,B,9638
9638,C,16676
16676,D,12045
12045,B,2910
2910,C,3340
3340,B,1552
1552,C,3313
3313,D,21721
21721,D,1645
1645,B,25863
25863,C,4895
4895,D,22202
22202,D,1879
1879,D,6024
6024,D,26649
26649,D,10812
10812,B,24300
24300,C,21333
21333,D,3988
3988,D,2074
2074,D,22014
22014,D,9835
9835,D,13884
13884,D,8037
8037,D,5050
5050,D,2063
2063,D,23700
23700,D,15146
15146,D,25036
25036,D,23895
23895,D,21682
21682,B,10852
10852,C,26409
26409,D,7738
7738,D,18338
18338,D,7107
7107,B,8724
8724,C,1899
1899,D,24088
24088,D,23999
23999,B,2079
2079,C,17855
17855,D,18510
18510,D,7270
7270,B,22496
22496,C,1133
1133,B,4472
4472,C,27413
27413,D,4549
4549,B,21215
21215,C,7129
7129,D,21512
21512,B,23819
23819,C,4589
4589,B,19598
19598,C,15442
15442,D,23721
23721,D,1756
1756,D,29923
29923,D,29016
29016,B,2861
2861,C,12006
12006,D,26419
26419,D,9405
9405,D,2197
2197,D,20268
20268,D,21383
21383,D,1890
1890,D,1334
1334,B,2883
2883,C,5502
5502,D,13495
13495,D,21842
21842,D,2455
2455,D,12684
12684,B,27180
27180,C,3538
3538,D,3472
3472,B,15265
15265,C,5325
5325,D,4772
4772,D,12145
12145,B,18827
18827,C,21900
21900,D,21776
21776,D,4959
4959,D,16630
16630,D,25902
25902,D,1346
1346,D,1164
1164,D,5108
5108,D,15053
15053,B,1433
1433,C,15666
15666,D,15303
15303,D,27464
27464,B,6756
6756,C,6153
6153,D,4496
4496,B,23962
23962,C,6744
6744,D,16077
16077,B,2126
2126,C,7642
7642,D,24829
24829,D,18763
18763,D,19694
19694,D,25338
25338,B,1787
1787,C,22586
22586,D,13193
13193,D,4339
4339,D,5670
5670,D,22683
22683,D,1396
1396,D,6704
6704,D,23503
23503,B,16717
16717,C,21177
21177,D,19862
19862,B,17331
17331,C,3822
3822,B,2995
2995,C,6241
6241,D,3321
3321,B,12426
12426,C,4981
4981,D,22204
22204,D,17694
17694,B,6087
6087,C,14166
14166,B,10200
10200,C,15155
15155,D,18386
18386,D,22971
22971,D,15606
15606,D,4044
4044,B,17012
17012,C,4741
4741,B,23028
23028,C,1966
1966,B,18820
18820,C,14871
14871,D,10313
10313,D,22346
22346,D,20377
20377,D,3581
3581,D,23433
23433,B,23092
23092,C,21982
21982,D,2590
2590,D,18378
18378,D,17834
17834,D,3929
3929,B,24678
24678,C,16239
16239,D,14536
14536,D,13315
13315,D,25058
25058,D,15446
15446,D,26524
26524,D,16736
16736,D,5515
5515,D,5105
5105,D,25091
25091,D,10166
10166,D,26359
26359,D,6866
6866,D,25315
25315,D,16241
16241,D,10755
10755,D,17792
17792,D,1882
1882,D,8253
8253,D,1304
1304,B,22232
22232,C,24155
24155,D,1403
1403,D,18878
18878,D,23624
23624,D,22914
22914,D,24609
24609,D,18398
18398,D,17332
17332,D,16972
16972,D,4096
4096,D,7981
7981,D,9505
9505,B,7254
7254,C,12679
12679,D,7869
7869,D,14461
14461,B,13612
13612,C,4859
4859,D,11955
11955,D,9532
9532,D,1587
1587,D,14076
14076,D,8215
8215,B,12676
12676,C,20995
20995,D,6628
6628,D,7783
7783,D,4177
4177,D,3798
3798,D,6642
6642,D,8886
8886,B,20068
20068,C,16965
16965,D,4016
4016,D,15618
15618,D,6460
6460,D,6465
6465,D,16503
16503,D,626
626,B,15656
15656,C,8846
8846,D,2533
2533,D,2247
2247,D,287
287,D,3831
3831,D,9952
9952,D,12096
12096,D,12092
12092,D,10358
10358,D,11751
11751,D,9024
9024,D,15123
15123,B,5051
5051,C,3919
3919,D,1311
1311,D,7288
7288,B,12220
12220,C,7493
7493,D,797
797,D,1857
1857,D,12176
12176,D,3182
3182,B,6206
6206,C,10364
10364,B,5436
5436,C,379
379,B,8299
8299,C,11728
11728,D,8447
8447,D,4869
4869,D,1810
1810,D,5161
5161,D,8165
8165,B,939
939,C,1595
1595,D,8752
8752,B,599
599,C,13251
13251,D,6816
6816,D,235
235,D,14933
14933,D,4970
4970,D,605
605,D,7390
7390,D,10908
10908,D,5697
5697,D,13249
13249,D,1282
1282,D,3886
3886,B,9875
9875,C,13535
13535,D,1831
1831,D,5805
5805,D,5081
5081,D,7513
7513,D,16794
16794,D,5272
5272,B,14229
14229,C,16863
16863,D,2864
2864,D,2517
2517,B,935
935,C,8536
8536,B,6012
6012,C,8181
8181,D,14160
14160,D,1004
1004,D,11356
11356,D,14872
14872,D,2854
2854,D,8613
8613,D,4595
4595,B,13455
13455,C,13186
13186,D,15499
15499,B,721
721,C,4949
4949,B,9155
9155,C,14100
14100,D,9844
9844,B,12458
12458,C,806
806,B,11166
11166,C,3307
3307,D,6542
6542,B,21587
21587,C,5854
5854,D,21596
21596,D,3570
3570,D,722
722,D,18258
18258,B,7308
7308,C,16202
16202,D,335
335,D,6316
6316,B,12374
12374,C,11901
11901,B,5726
5726,C,2350
2350,D,6047
6047,B,3775
3775,C,7295
7295,D,2028
2028,D,13493
13493,D,1632
1632,D,759
759,D,4513
4513,D,10860
10860,B,10853
10853,C,10061
10061,D,17511
17511,D,17352
17352,D,3561
3561,B,9616
9616,C,14911
14911,D,8689
8689,D,1477
1477,D,14705
14705,D,1138
1138,B,15397
15397,C,18903
18903,D,6607
6607,D,5215
5215,D,24074
24074,D,5244
5244,D,8746
8746,D,7721
7721,D,1092
1092,D,3485
3485,D,13228
13228,D,17296
17296,D,10725
10725,B,19133
19133,C,4042
4042,B,20212
20212,C,19840
19840,D,2212
2212,B,1762
1762,C,15635
15635,D,9992
9992,B,9202
9202,C,4863
4863,D,10105
10105,D,1621
1621,D,10040
10040,D,22447
22447,B,5125
5125,C,23178
23178,D,16350
16350,D,22365
22365,D,12533
12533,D,16510
16510,D,1330
1330,D,12250
12250,B,15829
15829,C,13343
13343,D,20010
20010,B,18031
18031,C,8820
8820,D,6481
6481,D,2251
2251,B,6401
6401,C,3948
3948,D,2802
2802,D,9559
9559,D,16894
16894,B,2730
2730,C,15567
15567,D,16349
16349,D,16333
16333,B,2908
2908,C,2764
2764,D,17494
17494,B,6997
6997,C,15804
15804,D,1423
1423,D,13787
13787,D,10871
10871,D,5310
5310,B,19104
19104,C,17314
17314,B,9523
9523,C,9862
9862,D,4323
4323,D,14440
14440,D,8768
8768,B,11213
11213,C,9260
9260,D,11251
11251,B,2705
2705,C,2887
2887,D,8474
8474,D,9277
9277,B,13142
13142,C,13820
13820,D,12436
12436,D,15037
15037,D,4894
4894,D,7793
7793,D,6834
6834,D,3441
3441,D,8950
8950,D,8316
8316,D,671
671,D,811
811,B,5094
5094,C,1394
1394,D,15480
15480,D,6046
6046,B,9002
9002,C,4212
4212,D,13106
13106,D,3894
3894,D,410
410,D,15035
15035,D,13056
13056,B,1050
1050,C,16108
16108,D,15249
15249,D,9124
9124,D,14665
14665,D,7563
7563,D,16570
16570,D,9466
9466,B,7715
7715,C,17383
17383,D,7025
7025,B,14973
14973,C,15280
15280,D,966
966,D,2825
2825,D,9504
9504,D,12386
12386,D,17892
17892,D,3980
3980,D,19171
19171,D,3548
3548,D,10461
10461,D,10789
10789,B,15252
15252,C,7312
7312,B,16591
16591,C,6146
6146,D,1545
1545,D,5195
5195,D,4316
4316,D,6617
6617,D,16765
16765,D,9081
9081,D,6910
6910,B,2954
2954,C,15142
15142,D,4384
4384,D,14730
14730,D,2058
2058,D,3993
3993,D,10813
10813,D,2145
2145,D,1265
1265,B,12284
12284,C,14072
14072,D,5092
5092,D,3411
3411,D,15578
15578,D,13309
13309,D,6766
6766,D,9653
9653,D,4058
4058,D,12234
12234,D,1101
1101,D,12569
12569,B,18164
18164,C,15989
15989,D,8093
8093,D,20367
20367,D,18562
18562,B,7669
7669,C,5467
5467,D,685
685,B,2866
2866,C,9823
9823,B,19052
19052,C,1848
1848,D,7867
7867,D,4381
4381,B,4849
4849,C,7799
7799,B,7398
7398,C,15610
15610,D,3480
3480,D,4355
4355,D,11501
11501,B,18995
18995,C,14369
14369,D,16826
16826,D,6116
6116,D,10418
10418,D,10933
10933,D,10030
10030,D,5772
5772,D,20520
20520,D,8596
8596,D,17181
17181,D,1670
1670,D,19380
19380,D,13667
13667,D,21820
21820,D,19996
19996,B,17074
17074,C,21619
21619,D,20211
20211,D,4287
4287,B,14701
14701,C,15402
15402,D,15371
15371,B,1161
1161,C,5311
5311,D,2592
2592,D,2395
2395,D,1307
1307,D,2399
2399,D,10398
10398,D,14003
14003,D,2016
2016,D,3551
3551,D,11279
11279,D,11812
11812,D,16106
16106,D,11953
11953,D,22079
22079,B,8865
8865,C,995
995,D,16908
16908,D,23887
23887,D,21882
21882,D,14025
14025,D,13300
13300,D,11296
11296,B,11402
11402,C,22226
22226,D,14824
14824,D,21161
21161,D,16695
16695,B,16121
16121,C,25168
25168,D,5730
5730,D,2666
2666,D,19019
19019,D,24941
24941,B,1757
1757,C,4755
4755,D,2407
2407,B,1022
1022,C,3931
3931,D,8551
8551,D,1883
1883,D,24671
24671,D,26822
26822,D,5543
5543,D,7680
7680,D,3917
3917,D,13279
13279,B,18532
18532,C,5448
5448,B,26124
26124,C,14566
14566,D,8218
8218,D,14768
14768,D,23562
23562,D,6305
6305,D,13366
13366,D,4004
4004,B,967
967,C,9223
9223,D,10927
10927,D,9935
9935,D,11053
11053,D,1751
1751,D,17458
17458,D,10497
10497,B,20774
20774,C,11666
11666,D,10365
10365,B,13402
13402,C,22896
22896,D,20447
20447,B,6141
6141,C,21505
21505,D,12033
12033,D,17218
17218,D,3806
3806,D,25398
25398,D,12754
12754,D,23065
23065,D,23226
23226,B,16803
16803,C,4581
4581,D,18092
18092,D,10501
10501,D,11064
11064,D,23849
23849,D,23885
23885,D,3156
3156,D,19668
19668,D,22764
22764,D,15385
15385,D,12259
12259,D,15936
15936,D,2202
2202,D,3808
3808,D,25434
25434,D,11522
11522,D,25156
25156,D,8989
8989,D,25815
25815,B,16355
16355,C,21073
21073,D,7655
7655,B,10294
10294,C,1985
1985,D,10359
10359,D,12904
12904,D,6229
6229,D,8683
8683,D,4616
4616,D,5522
5522,B,7902
7902,C,10815
10815,D,1717
1717,D,4098
4098,D,20445
20445,D,7282
7282,D,3628
3628,D,1336
1336,D,19775
19775,D,14317
14317,B,9508
9508,C,6543
6543,D,12980
12980,D,25993
25993,D,23222
23222,D,18597
18597,D,8197
8197,D,9153
9153,D,14155
14155,D,6846
6846,D,2631
2631,D,28051
28051,D,20072
20072,D,9138
9138,D,20359
20359,D,2183
2183,D,9117
9117,D,2223
2223,D,18295
18295,D,10221
10221,B,4088
4088,C,12923
12923,D,11591
11591,D,28711
28711,D,3040
3040,D,28501
28501,B,26667
26667,C,5303
5303,D,9999
9999,D,12105
12105,D,17548
17548,B,19071
19071,C,3869
3869,B,20555
20555,C,23670
23670,D,21068
21068,D,27863
27863,D,4123
4123,D,6670
6670,D,25479
25479,D,6251
6251,D,1566
1566,D,8408
8408,D,24596
24596,D,15453
15453,D,7051
7051,D,19505
19505,D,27064
27064,D,10639
10639,D,2306
2306,D,10782
10782,D,23177
23177,D,18438
18438,D,25994
25994,D,26408
26408,D,10329
10329,D,22022
22022,D,5500
5500,D,2331
2331,B,1698
1698,C,29113
29113,B,2171
2171,C,5478
5478,D,5541
5541,D,2831
2831,D,13972
13972,B,29168
29168,C,8824
8824,D,28193
28193,D,22096
22096,D,7662
7662,B,7330
7330,C,14331
14331,D,5928
5928,D,6957
6957,D,7248
7248,D,18612
18612,D,2315
2315,D,5066
5066,D,3758
3758,D,6093
6093,D,2066
2066,D,14368
14368,D,3308
3308,D,5032
5032,D,17009
17009,D,22324
22324,D,25819
25819,D,14558
14558,D,16468
16468,D,7749
7749,D,3507
3507,B,14552
14552,C,14406
14406,D,27195
27195,D,31788
31788,B,5824
5824,C,12066
12066,D,23189
23189,B,19654
19654,C,4577
4577,D,12594
12594,D,3862
3862,D,20519
20519,D,17197
17197,D,29721
29721,D,15862
15862,D,10345
10345,D,4091
4091,D,16262
16262,B,8081
8081,C,9229
9229,D,4765
4765,D,27793
27793,D,11206
11206,D,29469
29469,D,5422
5422,B,6600
6600,C,30736
30736,D,11002
11002,B,30032
30032,C,9824
9824,D,16590
16590,D,17983
17983,D,3455
3455,D,21918
21918,D,14119
14119,B,24514
24514,C,15036
15036,D,4694
4694,D,18143
18143,D,23536
23536,D,24836
24836,D,2333
2333,D,16130
16130,D,3930
3930,D,13730
13730,D,1898
1898,D,22300
22300,D,11406
11406,D,10768
10768,D,28708
28708,D,14503
14503,D,15245
15245,D,8003
8003,D,20024
20024,D,16068
16068,D,4493
4493,D,10848
10848,D,25701
25701,D,2830
2830,D,9077
9077,B,9358
9358,C,8847
8847,D,9557
9557,D,8379
8379,D,2863
2863,D,1851
1851,D,2303
2303,D,2992
2992,D,27598
27598,D,16270
16270,D,19011
19011,B,26597
26597,C,7740
7740,D,7840
7840,D,25511
25511,D,23953
23953,D,3432
3432,D,6475
6475,D,3248
3248,D,18778
18778,D,23467
23467,D,13063
13063,D,27402
27402,D,11668
11668,D,8131
8131,B,10935
10935,C,1835
1835,D,26841
26841,D,1747
1747,B,1524
1524,C,4719
4719,D,22197
22197,D,23206
23206,B,24329
24329,C,9525
9525,D,4148
4148,D,24189
24189,D,11630
11630,B,18900
18900,C,27442
27442,B,14046
14046,C,15160
15160,D,3143
3143,D,1605
1605,D,7069
7069,D,6820
6820,B,11321
11321,C,7921
7921,D,14598
14598,D,24294
24294,D,19263
19263,D,25323
25323,D,15738
15738,D,23982
23982,B,6166
6166,C,4394
4394,B,20254
20254,C,22934
22934,D,7708
7708,D,22165
22165,D,16031
16031,D,2563
2563,B,1918
1918,C,24052
24052,D,6133
6133,D,15097
15097,D,16008
16008,B,6084
6084,C,25892
25892,D,21638
21638,B,22331
22331,C,3442
3442,B,27899
27899,C,18275
18275,D,6400
6400,B,14307
14307,C,3746
3746,D,12617
12617,B,16616
16616,C,12561
12561,D,7882
7882,D,25944
25944,D,12777
12777,D,10425
10425,D,3000
3000,D,13693
13693,D,10033
10033,D,30644
30644,D,30592
30592,D,22463
22463,D,21043
21043,D,5172
5172,D,13818
13818,D,31145
31145,D,18228
18228,D,6398
6398,D,3509
3509,D,29207
29207,D,15827
15827,D,11660
11660,D,15323
15323,D,15443
15443,D,24107
24107,D,14197
14197,B,7196
7196,C,6624
6624,D,30079
30079,B,13953
13953,C,7123
7123,B,11947
11947,C,13690
13690,D,18473
18473,D,14109
14109,D,11830
11830,D,3165
3165,D,30219
30219,D,17083
17083,D,13262
13262,D,16277
16277,B,21007
21007,C,24293
24293,D,23053
23053,D,25930
25930,D,20371
20371,D,21960
21960,D,4282
4282,D,23576
23576,D,7141
7141,D,25726
25726,D,23270
23270,D,33266
33266,D,26275
26275,D,29315
29315,D,12232
12232,D,6672
6672,D,13463
13463,D,17022
17022,D,13437
13437,D,7657
7657,D,13976
13976,D,12719
12719,D,4307
4307,D,3703
3703,D,5544
5544,D,14825
14825,D,3721
3721,B,4757
4757,C,6222
6222,D,8515
8515,D,8868
8868,D,14096
14096,D,15509
15509,D,6031
6031,D,25978
25978,D,31397
31397,D,4336
4336,D,20395
20395,D,3263
3263,D,11472
11472,D,1838
1838,D,9031
9031,D,11442
11442,B,10588
10588,C,20846
20846,D,27504
27504,D,21256
21256,D,11790
11790,D,8742
8742,D,2796
2796,D,23827
23827,D,13308
13308,D,4731
4731,D,24487
24487,D,5851
5851,D,12846
12846,D,25731
25731,D,13328
13328,D,5765
5765,D,2518
2518,B,16170
16170,C,14742
14742,D,12293
12293,D,1724
1724,D,27243
27243,D,8010
8010,D,18720
18720,D,26674
26674,D,18631
18631,D,1888
1888,D,24247
24247,D,6355
6355,D,11420
11420,D,28615
28615,D,23020
23020,D,25651
25651,D,27939
27939,D,2357
2357,D,22426
22426,D,30205
30205,D,4208
4208,D,6373
6373,D,4851
4851,B,5535
5535,C,9005
9005,B,9016
9016,C,23959
23959,D,12207
12207,D,8549
8549,D,21493
21493,D,7942
7942,B,25427
25427,C,4993
4993,D,28748
28748,D,11076
11076,B,25858
25858,C,15293
15293,D,20852
20852,D,15493
15493,D,17080
17080,D,23810
23810,D,7761
7761,D,2282
2282,D,7974
7974,B,14995
14995,C,17183
17183,D,28089
28089,D,30418
30418,D,5736
5736,D,5742
5742,D,2603
2603,D,15294
15294,D,23337
23337,B,2750
2750,C,21681
21681,D,1743
1743,D,29568
29568,D,6002
6002,D,18190
18190,D,19839
19839,D,20934
20934,D,9224
9224,D,9199
9199,D,25774
25774,D,12185
12185,D,2248
2248,D,19129
19129,D,24833
24833,B,7080
7080,C,17934
17934,D,26953
26953,D,10038
10038,D,27009
27009,D,2509
2509,D,24895
24895,D,7857
7857,D,17397
17397,B,12206
12206,C,26299
26299,B,7832
7832,C,23517
23517,D,8413
8413,D,17153
17153,D,11778
11778,D,6411
6411,D,24774
24774,D,1960
1960,D,9827
9827,D,13197
13197,D,20960
20960,B,2351
2351,C,2266
2266,D,3794
3794,D,22148
22148,D,8273
8273,B,12249
12249,C,7630
7630,D,18251
18251,B,27239
27239,C,26167
26167,D,19963
19963,D,21470
21470,D,5534
5534,B,23626
23626,C,22679
22679,D,24008
24008,D,24078
24078,D,15890
15890,D,24438
24438,B,22831
22831,C,16007
16007,D,6345
6345,D,4563
4563,D,12816
12816,D,1515
1515,D,25193
25193,D,12998
12998,D,7501
7501,D,25274
25274,D,21234
21234,D,1654
1654,D,28542
28542,B,11149
11149,C,22940
22940,D,11083
11083,D,9512
9512,D,27266
27266,D,7609
7609,D,1805
1805,D,22605
22605,D,29054
29054,D,2562
2562,D,4303
4303,D,29397
29397,D,26099
26099,D,2397
2397,D,6341
6341,D,4125
4125,B,6798
6798,C,27417
27417,D,19745
19745,D,25067
25067,D,25955
25955,D,3388
3388,D,15934
15934,D,20689
20689,B,19480
19480,C,4716
4716,D,26357
26357,B,15372
15372,C,24886
24886,D,14810
14810,D,27811
27811,D,22451
22451,D,7980
7980,D,21541
21541,D,24492
24492,D,23274
23274,D,30424
30424,D,7239
7239,D,23980
23980,D,32199
32199,D,7425
7425,D,31940
31940,D,4228
4228,D,13152
13152,D,4217
4217,D,4967
4967,D,18135
18135,D,26100
26100,D,8813
8813,D,24195
24195,D,9123
9123,D,31656
31656,B,22651
22651,C,18446
18446,D,7719
7719,B,11962
11962,C,26130
26130,D,4501
4501,B,12518
12518,C,13128
13128,D,31845
31845,D,26223
26223,D,32231
32231,D,15211
15211,D,33275
33275,D,5972
5972,D,12698
12698,D,26657
26657,B,28540
28540,C,24454
24454,B,31526
31526,C,16089
16089,B,4984
4984,C,5107
5107,D,29190
29190,D,18596
18596,D,18203
18203,D,20843
20843,D,14306
14306,D,11928
11928,B,31962
31962,C,9725
9725,B,20973
20973,C,32817
32817,D,19217
19217,D,31793
31793,D,11670
11670,D,13185
13185,D,16487
16487,D,13554
13554,D,6719
6719,D,8564
8564,D,10043
10043,D,8138
8138,D,6016
6016,D,19157
19157,D,15340
15340,D,20084
20084,D,31217
31217,D,20248
20248,D,25415
25415,D,17728
17728,D,4288
4288,D,21348
21348,D,9391
9391,D,10437
10437,D,34600
34600,D,8860
8860,D,6075
6075,B,32927
32927,C,15006
15006,B,17208
17208,C,12334
12334,D,13532
13532,D,32431
32431,D,12421
12421,D,32479
32479,D,3673
3673,D,26935
26935,D,19844
19844,D,6548
6548,D,7896
7896,D,7375
7375,D,9654
9654,D,7101
7101,D,22068
22068,D,6573
6573,D,6380
6380,D,27936
27936,D,29787
29787,D,7389
7389,D,5886
5886,B,20408
20408,C,29550
29550,D,29966
29966,D,11553
11553,D,4171
4171,D,20321
20321,D,23774
